Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1GT_003064_20170207_20170216_01_T2,LC80030642017038LGN00,2017/02/07,T2,1, 003, 064,3, 064,NADIR,-.001,2017/02/16,2017:038:14:44:21.1363100,2017:038:14:44:52.9063080,LGN,99.43,99.43,-1,4,0,0,0,9,LPGS_2.7.0,57.9208425,109.38973658,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,5°47'07.51"S,68°53'01.57"W,4°44'23.39"S,69°32'21.98"W,5°05'57.30"S,67°51'29.23"W,6°28'25.79"S,69°54'45.97"W,6°50'12.55"S,68°13'34.50"W,-5.78542,-68.88377,-4.73983,-69.53944,-5.09925,-67.85812,-6.47383,-69.91277,-6.83682,-68.22625,LC08_L1GT_003064_20170207_20170216_01_T2,LC08_L1GT_003064_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030642017038LGN00
LC08_L1GT_003016_20170207_20170216_01_T2,LC80030162017038LGN00,2017/02/07,T2,1, 003, 016,3, 016,NADIR,-.001,2017/02/16,2017:038:14:25:14.2012890,2017:038:14:25:45.9712860,LGN,99.98,99.98,-1,4,0,0,0,9,LPGS_2.7.0,11.23205013,166.02637075,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16881,16761,8441,8381,8441,8381,UTM,23,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,62°51'17.14"N,47°02'52.76"W,63°57'47.09"N,48°13'05.41"W,63°22'01.34"N,44°34'59.92"W,62°18'03.24"N,49°25'46.16"W,61°43'40.19"N,45°58'31.91"W,62.85476,-47.04799,63.96308,-48.21817,63.36704,-44.58331,62.3009,-49.42949,61.72783,-45.97553,LC08_L1GT_003016_20170207_20170216_01_T2,LC08_L1GT_003016_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030162017038LGN00
LC08_L1GT_003065_20170207_20170216_01_T2,LC80030652017038LGN00,2017/02/07,T2,1, 003, 065,3, 065,NADIR,-.001,2017/02/16,2017:038:14:44:45.0527640,2017:038:14:45:16.8227610,LGN,100,100,-1,4,0,0,0,9,LPGS_2.7.0,58.17573308,107.10725219,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15461,15181,7731,7591,7731,7591,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,7°13'51.38"S,69°11'35.12"W,6°11'06.90"S,69°51'01.40"W,6°32'42.43"S,68°09'51.55"W,7°55'07.50"S,70°13'32.77"W,8°16'56.21"S,68°31'59.38"W,-7.23094,-69.19309,-6.18525,-69.85039,-6.54512,-68.16432,-7.91875,-70.22577,-8.28228,-68.53316,LC08_L1GT_003065_20170207_20170216_01_T2,LC08_L1GT_003065_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030652017038LGN00
LC08_L1GT_003068_20170207_20170216_01_T2,LC80030682017038LGN00,2017/02/07,T2,1, 003, 068,3, 068,NADIR,-.001,2017/02/16,2017:038:14:45:56.8317780,2017:038:14:46:28.6017750,LGN,100,100,-1,4,0,0,0,9,LPGS_2.7.0,58.58518353,100.11640804,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15441,15181,7721,7591,7721,7591,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,11°34'02.71"S,70°07'49.40"W,10°31'15.85"S,70°47'41.96"W,10°52'58.12"S,69°05'16.98"W,12°15'10.19"S,71°10'43.07"W,12°37'06.64"S,69°27'39.53"W,-11.56742,-70.13039,-10.52107,-70.79499,-10.88281,-69.08805,-12.25283,-71.17863,-12.61851,-69.46098,LC08_L1GT_003068_20170207_20170216_01_T2,LC08_L1GT_003068_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030682017038LGN00
LC08_L1GT_003067_20170207_20170216_01_T2,LC80030672017038LGN00,2017/02/07,T2,1, 003, 067,3, 067,NADIR,0,2017/02/16,2017:038:14:45:32.9110880,2017:038:14:46:04.6810850,LGN,100,100,-1,4,0,0,0,9,LPGS_2.7.0,58.50894587,102.46033975,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15461,15181,7731,7591,7731,7591,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,10°07'21.58"S,69°48'58.43"W,9°04'35.47"S,70°28'40.91"W,9°26'15.14"S,68°46'45.01"W,10°48'32.18"S,70°51'30.82"W,11°10'25.75"S,69°09'01.48"W,-10.12266,-69.81623,-9.07652,-70.47803,-9.43754,-68.77917,-10.80894,-70.85856,-11.17382,-69.15041,LC08_L1GT_003067_20170207_20170216_01_T2,LC08_L1GT_003067_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030672017038LGN00
LC08_L1TP_003056_20170207_20170216_01_T1,LC80030562017038LGN00,2017/02/07,T1,1, 003, 056,3, 056,NADIR,-.001,2017/02/16,2017:038:14:41:09.8004430,2017:038:14:41:41.5704400,LGN,3.01,3.01,323,4,6.533,5.381,3.705,9,LPGS_2.7.0,53.98252078,125.81919802,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15441,15141,7721,7571,7721,7571,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,5°47'06.43"N,66°25'27.62"W,6°49'47.10"N,67°04'49.33"W,6°28'15.60"N,65°23'54.67"W,5°05'38.47"N,67°26'55.43"W,4°43'56.57"N,65°46'19.88"W,5.78512,-66.42434,6.82975,-67.08037,6.471,-65.39852,5.09402,-67.44873,4.73238,-65.77219,LC08_L1TP_003056_20170207_20170216_01_T1,LC08_L1TP_003056_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030562017038LGN00
LC08_L1GT_003069_20170207_20170216_01_T2,LC80030692017038LGN00,2017/02/07,T2,1, 003, 069,3, 069,NADIR,-.001,2017/02/16,2017:038:14:46:20.7651760,2017:038:14:46:52.5351730,LGN,99.76,99.76,-1,4,0,0,0,9,LPGS_2.7.0,58.60060395,97.77002622,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15421,15181,7711,7591,7711,7591,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,13°00'45.04"S,70°26'48.77"W,11°57'57.74"S,71°06'47.77"W,12°19'40.76"S,69°23'59.71"W,13°41'50.64"S,71°30'01.69"W,14°03'48.17"S,69°46'29.96"W,-13.01251,-70.44688,-11.96604,-71.11327,-12.32799,-69.39992,-13.6974,-71.50047,-14.06338,-69.77499,LC08_L1GT_003069_20170207_20170216_01_T2,LC08_L1GT_003069_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030692017038LGN00
LC08_L1TP_156011_20170207_20170216_01_T1,LC81560112017038LGN00,2017/02/07,T1,1, 156, 011,156, 011,NADIR,-.001,2017/02/16,2017:038:06:08:49.8839970,2017:038:06:09:21.6539940,LGN,3,2.89,179,4,11.031,7.224,8.337,9,LPGS_2.7.0,4.98281134,172.48968861,FINAL,OLI_TIRS_L1TP,OLI_TIRS,17041,16921,8521,8461,8521,8461,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20170207060803_20170207065418.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,69°36'22.90"N,83°29'44.45"E,70°45'32.08"N,82°15'09.61"E,69°59'52.37"N,86°52'06.42"E,69°09'10.84"N,80°14'52.76"E,68°26'12.77"N,84°35'32.53"E,69.60636,83.49568,70.75891,82.25267,69.99788,86.86845,69.15301,80.24799,68.43688,84.59237,LC08_L1TP_156011_20170207_20170216_01_T1,LC08_L1TP_156011_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC81560112017038LGN00
LC08_L1TP_156017_20170207_20170216_01_T1,LC81560172017038LGN00,2017/02/07,T1,1, 156, 017,156, 017,NADIR,-.001,2017/02/16,2017:038:06:11:13.1327970,2017:038:06:11:44.9027940,LGN,23.26,23.26,121,4,9.347,5.922,7.231,9,LPGS_2.7.0,12.34973666,165.0506037,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16461,16321,8231,8161,8231,8161,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20170207060803_20170207065418.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,61°28'38.24"N,75°30'54.79"E,62°34'46.85"N,74°21'49.39"E,62°00'16.38"N,77°51'31.43"E,60°54'40.25"N,73°14'54.28"E,60°21'22.64"N,76°34'35.33"E,61.47729,75.51522,62.57968,74.36372,62.00455,77.85873,60.91118,73.24841,60.35629,76.57648,LC08_L1TP_156017_20170207_20170216_01_T1,LC08_L1TP_156017_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC81560172017038LGN00
LC08_L1GT_003059_20170207_20170216_01_T2,LC80030592017038LGN00,2017/02/07,T2,1, 003, 059,3, 059,NADIR,-.001,2017/02/16,2017:038:14:42:21.5370970,2017:038:14:42:53.3070940,LGN,93.75,93.75,-1,4,0,0,0,9,LPGS_2.7.0,55.82382729,120.11185023,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,1°26'47.51"N,67°20'50.10"W,2°29'29.04"N,68°00'01.51"W,2°07'58.66"N,66°19'35.33"W,0°45'21.28"N,68°22'05.84"W,0°23'39.48"N,66°41'44.59"W,1.44653,-67.34725,2.4914,-68.00042,2.13296,-66.32648,.75591,-68.36829,.3943,-66.69572,LC08_L1GT_003059_20170207_20170216_01_T2,LC08_L1GT_003059_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030592017038LGN00
LC08_L1GT_003060_20170207_20170216_01_T2,LC80030602017038LGN00,2017/02/07,T2,1, 003, 060,3, 060,NADIR,-.001,2017/02/16,2017:038:14:42:45.4535510,2017:038:14:43:17.2235480,LGN,92.51,92.51,-1,4,0,0,0,9,LPGS_2.7.0,56.34641648,118.07911272,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15481,15161,7741,7581,7741,7581,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,0°00'00.18"N,67°39'14.36"W,1°02'42.29"N,68°18'24.98"W,0°41'11.76"N,66°38'01.25"W,0°41'24.79"S,68°40'30.94"W,1°03'06.98"S,67°00'07.38"W,.00005,-67.65399,1.04508,-68.30694,.6866,-66.63368,-.69022,-68.67526,-1.05194,-67.00205,LC08_L1GT_003060_20170207_20170216_01_T2,LC08_L1GT_003060_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030602017038LGN00
LC08_L1GT_003062_20170207_20170216_01_T2,LC80030622017038LGN00,2017/02/07,T2,1, 003, 062,3, 062,NADIR,-.001,2017/02/16,2017:038:14:43:33.2949310,2017:038:14:44:05.0649280,LGN,96.64,96.64,-1,4,0,0,0,9,LPGS_2.7.0,57.24094808,113.83593835,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,2°53'34.80"S,68°16'04.33"W,1°50'51.86"S,68°55'17.18"W,2°12'23.47"S,67°14'46.61"W,3°34'57.14"S,69°17'29.80"W,3°56'41.06"S,67°36'49.97"W,-2.893,-68.26787,-1.84774,-68.92144,-2.20652,-67.24628,-3.58254,-69.29161,-3.94474,-67.61388,LC08_L1GT_003062_20170207_20170216_01_T2,LC08_L1GT_003062_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030622017038LGN00
LC08_L1GT_003051_20170207_20170216_01_T2,LC80030512017038LGN00,2017/02/07,T2,1, 003, 051,3, 051,NADIR,-.001,2017/02/16,2017:038:14:39:10.2562980,2017:038:14:39:42.0262950,LGN,-1,9.81,-1,4,,,,9,LPGS_2.7.0,50.13928375,133.98891375,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15581,15261,7791,7631,7791,7631,UTM,20,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,13°00'45.58"N,64°51'40.14"W,14°03'26.32"N,65°31'52.39"W,13°41'44.30"N,63°48'38.99"W,12°19'21.25"N,65°54'24.48"W,11°57'30.49"N,64°11'55.18"W,13.01266,-64.86115,14.05731,-65.53122,13.69564,-63.81083,12.32257,-65.9068,11.95847,-64.19866,LC08_L1GT_003051_20170207_20170216_01_T2,LC08_L1GT_003051_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030512017038LGN00
LC08_L1TP_003018_20170207_20170216_01_T1,LC80030182017038LGN00,2017/02/07,T1,1, 003, 018,3, 018,NADIR,-.001,2017/02/16,2017:038:14:26:01.9494770,2017:038:14:26:33.7194740,LGN,26.98,68.81,22,4,6.44,5.213,3.78,9,LPGS_2.7.0,13.67803501,164.10052233,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16201,16041,8101,8021,8101,8021,UTM,22,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,60°05'36.85"N,49°03'00.29"W,61°11'24.14"N,50°10'34.28"W,60°38'06.72"N,46°49'13.51"W,59°30'56.02"N,51°12'33.26"W,58°58'42.71"N,48°00'26.28"W,60.09357,-49.05008,61.19004,-50.17619,60.6352,-46.82042,59.51556,-51.20924,58.97853,-48.0073,LC08_L1TP_003018_20170207_20170216_01_T1,LC08_L1TP_003018_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030182017038LGN00
LC08_L1TP_003047_20170207_20170216_01_T1,LC80030472017038LGN00,2017/02/07,T1,1, 003, 047,3, 047,NADIR,-.001,2017/02/16,2017:038:14:37:34.6540220,2017:038:14:38:06.4240190,LGN,33.32,11.25,48,4,7.488,4.947,5.621,9,LPGS_2.7.0,46.52250779,139.3964827,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15561,15241,7781,7621,7781,7621,UTM,20,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,18°47'14.03"N,63°34'01.31"W,19°49'55.88"N,64°15'20.41"W,19°27'58.86"N,62°28'58.94"W,18°05'57.48"N,64°38'36.74"W,17°43'53.51"N,62°53'21.73"W,18.78723,-63.56703,19.83219,-64.25567,19.46635,-62.48304,18.0993,-64.64354,17.73153,-62.88937,LC08_L1TP_003047_20170207_20170216_01_T1,LC08_L1TP_003047_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030472017038LGN00
LC08_L1GT_003049_20170207_20170216_01_T2,LC80030492017038LGN00,2017/02/07,T2,1, 003, 049,3, 049,NADIR,-.001,2017/02/16,2017:038:14:38:22.4488060,2017:038:14:38:54.2188030,LGN,8.81,46.5,-1,4,,,,9,LPGS_2.7.0,48.38202951,136.80859796,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15561,15241,7781,7621,7781,7621,UTM,20,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,15°54'04.10"N,64°13'13.33"W,16°56'45.38"N,64°53'56.15"W,16°34'56.71"N,63°09'17.78"W,15°12'43.16"N,65°16'47.39"W,14°50'46.57"N,63°33'04.00"W,15.90114,-64.22037,16.94594,-64.89893,16.58242,-63.15494,15.21199,-65.27983,14.84627,-63.55111,LC08_L1GT_003049_20170207_20170216_01_T2,LC08_L1GT_003049_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030492017038LGN00
LC08_L1TP_003052_20170207_20170216_01_T1,LC80030522017038LGN00,2017/02/07,T1,1, 003, 052,3, 052,NADIR,-.001,2017/02/16,2017:038:14:39:34.1642800,2017:038:14:40:05.9342770,LGN,24.27,28.29,20,4,6.389,5.034,3.935,9,LPGS_2.7.0,50.97497083,132.48638473,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15581,15261,7791,7631,7791,7631,UTM,20,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,11°34'03.58"N,65°10'39.36"W,12°36'44.14"N,65°50'38.98"W,12°15'04.82"N,64°08'01.07"W,10°52'38.06"N,66°13'03.36"W,10°30'49.64"N,64°31'04.40"W,11.56766,-65.1776,12.61226,-65.84416,12.25134,-64.13363,10.87724,-66.2176,10.51379,-64.51789,LC08_L1TP_003052_20170207_20170216_01_T1,LC08_L1TP_003052_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030522017038LGN00
LC08_L1TP_003053_20170207_20170216_01_T1,LC80030532017038LGN00,2017/02/07,T1,1, 003, 053,3, 053,NADIR,-.001,2017/02/16,2017:038:14:39:58.0722610,2017:038:14:40:29.8422590,LGN,22.99,15.85,168,4,7.753,5.441,5.523,9,LPGS_2.7.0,51.7792491,130.91955679,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15561,15261,7781,7631,7781,7631,UTM,20,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,10°07'20.64"N,65°29'30.70"W,11°10'01.16"N,66°09'18.65"W,10°48'24.34"N,64°27'12.82"W,9°25'54.12"N,66°31'36.66"W,9°04'07.82"N,64°50'04.67"W,10.1224,-65.49186,11.16699,-66.15518,10.80676,-64.45356,9.4317,-66.52685,9.06884,-64.83463,LC08_L1TP_003053_20170207_20170216_01_T1,LC08_L1TP_003053_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030532017038LGN00
LC08_L1TP_003017_20170207_20170216_01_T1,LC80030172017038LGN00,2017/02/07,T1,1, 003, 017,3, 017,NADIR,-.001,2017/02/16,2017:038:14:25:38.0711470,2017:038:14:26:09.8411440,LGN,96.94,91.7,120,4,8.474,5.826,6.153,9,LPGS_2.7.0,12.45579662,165.03241842,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16181,16021,8091,8011,8091,8011,UTM,22,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,61°28'39.25"N,48°05'19.57"W,62°34'47.06"N,49°14'17.70"W,62°00'18.50"N,45°44'49.02"W,60°54'39.85"N,50°21'14.00"W,60°21'24.16"N,47°01'45.84"W,61.47757,-48.08877,62.57974,-49.23825,62.00514,-45.74695,60.91107,-50.35389,60.35671,-47.0294,LC08_L1TP_003017_20170207_20170216_01_T1,LC08_L1TP_003017_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030172017038LGN00
LC08_L1TP_003055_20170207_20170216_01_T1,LC80030552017038LGN00,2017/02/07,T1,1, 003, 055,3, 055,NADIR,-.001,2017/02/16,2017:038:14:40:45.8882250,2017:038:14:41:17.6582230,LGN,6.67,6.67,185,4,7.109,5.554,4.438,9,LPGS_2.7.0,53.28518766,127.58701467,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15441,15121,7721,7561,7721,7561,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,7°13'52.28"N,66°06'53.71"W,8°16'33.02"N,66°46'23.45"W,7°54'59.80"N,65°05'07.73"W,6°32'24.68"N,67°08'32.32"W,6°10'41.34"N,65°27'40.54"W,7.23119,-66.11492,8.27584,-66.77318,7.91661,-65.08548,6.54019,-67.14231,6.17815,-65.46126,LC08_L1TP_003055_20170207_20170216_01_T1,LC08_L1TP_003055_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030552017038LGN00
