Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_003027_20170207_20170216_01_T1,LC80030272017038LGN00,2017/02/07,T1,1, 003, 027,3, 027,NADIR,-.001,2017/02/16,2017:038:14:29:36.8544450,2017:038:14:30:08.6244430,LGN,27.46,41.86,194,4,9.116,6.592,6.296,9,LPGS_2.7.0,24.54335803,157.16260548,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15701,15481,7851,7741,7851,7741,UTM,21,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,47°26'57.62"N,55°23'28.43"W,48°30'44.24"N,56°18'38.41"W,48°04'17.11"N,53°48'57.02"W,46°48'19.22"N,56°55'54.55"W,46°22'11.24"N,54°30'53.10"W,47.44934,-55.39123,48.51229,-56.31067,48.07142,-53.81584,46.80534,-56.93182,46.36979,-54.51475,LC08_L1TP_003027_20170207_20170216_01_T1,LC08_L1TP_003027_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030272017038LGN00
LC08_L1GT_156109_20170207_20170216_01_T2,LC81561092017038LGN00,2017/02/07,T2,1, 156, 109,156, 109,NADIR,0,2017/02/16,2017:038:06:47:54.1836170,2017:038:06:48:25.9536140,LGN,59.55,76.72,-1,4,,,,9,LPGS_2.7.0,26.6276273,59.61654,FINAL,OLI_TIRS_L1GT,OLI_TIRS,18361,18301,9181,9151,9181,9151,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207060803_20170207065418.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,69°36'22.46"S,28°25'51.02"E,68°26'28.32"S,27°16'19.34"E,69°10'06.02"S,31°42'48.78"E,69°59'17.52"S,25°00'56.77"E,70°46'00.34"S,29°43'33.89"E,-69.60624,28.43084,-68.4412,27.27204,-69.16834,31.71355,-69.9882,25.01577,-70.76676,29.72608,LC08_L1GT_156109_20170207_20170216_01_T2,LC08_L1GT_156109_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC81561092017038LGN00
LC08_L1TP_003026_20170207_20170216_01_T1,LC80030262017038LGN00,2017/02/07,T1,1, 003, 026,3, 026,NADIR,-.001,2017/02/16,2017:038:14:29:12.9803510,2017:038:14:29:44.7503490,LGN,37.9,34.45,228,4,9.927,6.281,7.688,9,LPGS_2.7.0,23.35203547,157.87425836,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15681,15481,7841,7741,7841,7741,UTM,21,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,48°51'58.07"N,54°49'46.20"W,49°55'53.33"N,55°46'06.38"W,49°28'56.06"N,53°12'15.37"W,48°13'36.98"N,56°25'01.85"W,47°47'01.97"N,53°56'11.40"W,48.86613,-54.8295,49.93148,-55.76844,49.48224,-53.20427,48.22694,-56.41718,47.78388,-53.9365,LC08_L1TP_003026_20170207_20170216_01_T1,LC08_L1TP_003026_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030262017038LGN00
LC08_L1GT_003115_20170207_20170216_01_T2,LC80031152017038LGN00,2017/02/07,T2,1, 003, 115,3, 115,NADIR,0,2017/02/16,2017:038:15:04:42.7986000,2017:038:15:05:14.5685970,LGN,0,0,-1,4,,,,9,LPGS_2.7.0,19.3921089,72.69964307,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16341,16181,8171,8091,8171,8091,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,77°02'53.74"S,111°35'54.53"W,75°49'00.98"S,112°05'31.49"W,76°53'40.13"S,106°09'21.89"W,77°05'40.31"S,117°08'17.48"W,78°16'56.78"S,111°00'14.62"W,-77.04826,-111.59848,-75.81694,-112.09208,-76.89448,-106.15608,-77.09453,-117.13819,-78.28244,-111.00406,LC08_L1GT_003115_20170207_20170216_01_T2,LC08_L1GT_003115_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80031152017038LGN00
LC08_L1TP_204044_20170207_20170216_01_T1,LC82040442017038LGN00,2017/02/07,T1,1, 204, 044,204, 044,NADIR,-.001,2017/02/16,2017:038:11:18:37.0182770,2017:038:11:19:08.7882740,LGN,.15,.15,396,4,4.758,3.489,3.234,9,LPGS_2.7.0,43.53544647,142.92766984,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15421,15101,7711,7551,7711,7551,UTM,28,WGS84,WGS84,15,30,30,LO8BPF20170207110729_20170207124423.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,23°06'45.79"N,13°06'49.28"W,24°09'30.02"N,13°49'16.03"W,23°47'16.33"N,11°59'41.24"W,22°25'38.93"N,14°13'21.97"W,22°03'19.98"N,12°25'12.58"W,23.11272,-13.11369,24.15834,-13.82112,23.78787,-11.99479,22.42748,-14.22277,22.05555,-12.42016,LC08_L1TP_204044_20170207_20170216_01_T1,LC08_L1TP_204044_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC82040442017038LGN00
LC08_L1GT_003112_20170207_20170216_01_T2,LC80031122017038LGN00,2017/02/07,T2,1, 003, 112,3, 112,NADIR,0,2017/02/16,2017:038:15:03:30.9179220,2017:038:15:04:02.6879200,LGN,99.9,99.93,-1,4,,,,9,LPGS_2.7.0,22.97852337,64.3105546,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16581,16441,8291,8221,8291,8221,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,73°28'19.13"S,101°39'38.63"W,72°16'21.32"S,102°41'05.17"W,73°08'25.15"S,97°30'55.44"W,73°43'36.01"S,105°57'30.85"W,74°40'10.45"S,100°28'47.57"W,-73.47198,-101.66073,-72.27259,-102.68477,-73.14032,-97.5154,-73.72667,-105.95857,-74.66957,-100.47988,LC08_L1GT_003112_20170207_20170216_01_T2,LC08_L1GT_003112_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80031122017038LGN00
LC08_L1GT_172110_20170207_20170216_01_T2,LC81721102017038LGN00,2017/02/07,T2,1, 172, 110,172, 110,NADIR,0,2017/02/16,2017:038:08:27:11.1809330,2017:038:08:27:42.9509300,LGN,37.27,37.41,-1,4,,,,9,LPGS_2.7.0,25.42942551,60.89431931,FINAL,OLI_TIRS_L1GT,OLI_TIRS,17681,17761,8841,8881,8841,8881,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207074656_20170207083311.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,70°54'59.72"S,1°48'42.59"E,69°44'26.16"S,0°40'30.58"E,70°30'31.57"S,5°20'38.40"E,71°15'44.78"S,1°51'41.76"W,72°05'19.61"S,3°05'38.76"E,-70.91659,1.81183,-69.7406,.67516,-70.50877,5.344,-71.26244,-1.8616,-72.08878,3.0941,LC08_L1GT_172110_20170207_20170216_01_T2,LC08_L1GT_172110_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC81721102017038LGN00
LC08_L1TP_003071_20170207_20170216_01_T1,LC80030712017038LGN00,2017/02/07,T1,1, 003, 071,3, 071,NADIR,0,2017/02/16,2017:038:14:47:08.6277360,2017:038:14:47:40.3977330,LGN,47.72,47.72,286,4,7.88,4.681,6.339,9,LPGS_2.7.0,58.44894768,93.11424562,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15421,15181,7711,7591,7711,7591,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,15°54'03.42"S,71°05'15.25"W,14°51'15.16"S,71°45'31.18"W,15°13'00.59"S,70°01'44.83"W,16°35'04.52"S,72°09'14.98"W,16°57'05.33"S,70°24'34.34"W,-15.90095,-71.08757,-14.85421,-71.75866,-15.21683,-70.02912,-16.58459,-72.15416,-16.95148,-70.40954,LC08_L1TP_003071_20170207_20170216_01_T1,LC08_L1TP_003071_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC80030712017038LGN00
LC08_L1TP_204043_20170207_20170216_01_T1,LC82040432017038LGN00,2017/02/07,T1,1, 204, 043,204, 043,NADIR,-.001,2017/02/16,2017:038:11:18:13.1187670,2017:038:11:18:44.8887640,LGN,.93,.93,379,4,4.677,3.553,3.041,9,LPGS_2.7.0,42.51246258,143.99771167,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15401,15101,7701,7551,7701,7551,UTM,28,WGS84,WGS84,15,30,30,LO8BPF20170207110729_20170207124423.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.74"N,12°46'00.95"W,25°35'57.01"N,13°28'54.62"W,25°13'36.34"N,11°38'02.65"W,23°52'08.90"N,13°53'20.58"W,23°29'43.66"N,12°04'00.88"W,24.55326,-12.76693,25.59917,-13.48184,25.22676,-11.63407,23.86914,-13.88905,23.49546,-12.06691,LC08_L1TP_204043_20170207_20170216_01_T1,LC08_L1TP_204043_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC82040432017038LGN00
LC08_L1GT_172117_20170207_20170216_01_T2,LC81721172017038LGN00,2017/02/07,T2,1, 172, 117,172, 117,NADIR,0,2017/02/16,2017:038:08:29:59.2315100,2017:038:08:30:31.0015070,LGN,0,0,-1,4,,,,9,LPGS_2.7.0,17.0503124,81.76214473,FINAL,OLI_TIRS_L1GT,OLI_TIRS,17141,17261,8571,8631,8571,8631,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207074656_20170207083311.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,79°08'36.71"S,22°41'43.55"W,77°54'32.65"S,22°18'38.34"W,79°10'47.64"S,16°07'13.48"W,78°58'34.57"S,29°10'22.94"W,80°22'52.25"S,23°11'00.31"W,-79.14353,-22.69543,-77.90907,-22.31065,-79.1799,-16.12041,-78.97627,-29.17304,-80.38118,-23.18342,LC08_L1GT_172117_20170207_20170216_01_T2,LC08_L1GT_172117_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC81721172017038LGN00
LC08_L1TP_156027_20170207_20170216_01_T1,LC81560272017038LGN00,2017/02/07,T1,1, 156, 027,156, 027,NADIR,-.001,2017/02/16,2017:038:06:15:11.9160960,2017:038:06:15:43.6860930,LGN,1.38,1.38,25,4,9.409,7.254,5.992,9,LPGS_2.7.0,24.44103094,157.19990997,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15981,15781,7991,7891,7991,7891,UTM,42,WGS84,WGS84,15,30,30,LO8BPF20170207060803_20170207065418.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,47°26'57.52"N,68°12'49.00"E,48°30'43.88"N,67°17'39.95"E,48°04'17.15"N,69°47'19.50"E,46°48'18.79"N,66°40'24.02"E,46°22'11.24"N,69°05'23.71"E,47.44931,68.21361,48.51219,67.29443,48.07143,69.78875,46.80522,66.67334,46.36979,69.08992,LC08_L1TP_156027_20170207_20170216_01_T1,LC08_L1TP_156027_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC81560272017038LGN00
LC08_L1TP_188015_20170207_20170216_01_T1,LC81880152017038LGN00,2017/02/07,T1,1, 188, 015,188, 015,NADIR,-.001,2017/02/16,2017:038:09:28:11.3853640,2017:038:09:28:43.1553610,LGN,14.4,14.4,46,4,10.757,7.152,8.036,9,LPGS_2.7.0,9.94259515,167.10872529,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16601,16481,8301,8241,8301,8241,UTM,35,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207101204.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,64°13'30.07"N,28°15'06.16"E,65°20'28.00"N,27°03'12.31"E,64°43'04.58"N,30°51'44.53"E,63°41'14.35"N,25°43'54.26"E,63°05'25.37"N,29°20'37.21"E,64.22502,28.25171,65.34111,27.05342,64.71794,30.86237,63.68732,25.73174,63.09038,29.34367,LC08_L1TP_188015_20170207_20170216_01_T1,LC08_L1TP_188015_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC81880152017038LGN00
LC08_L1TP_188016_20170207_20170216_01_T1,LC81880162017038LGN00,2017/02/07,T1,1, 188, 016,188, 016,NADIR,-.001,2017/02/16,2017:038:09:28:35.2552220,2017:038:09:29:07.0252190,LGN,1.83,1.83,127,4,9.083,5.613,7.141,9,LPGS_2.7.0,11.16820535,166.0405636,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16621,16501,8311,8251,8311,8251,UTM,35,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207101204.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,62°51'18.40"N,27°07'07.25"E,63°57'50.33"N,25°56'36.13"E,63°21'58.25"N,29°35'17.84"E,62°18'08.57"N,24°43'56.75"E,61°43'39.40"N,28°11'45.85"E,62.85511,27.11868,63.96398,25.94337,63.36618,29.58829,62.30238,24.73243,61.72761,28.19607,LC08_L1TP_188016_20170207_20170216_01_T1,LC08_L1TP_188016_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC81880162017038LGN00
LC08_L1GT_003028_20170207_20170216_01_T2,LC80030282017038LGN00,2017/02/07,T2,1, 003, 028,3, 028,NADIR,-.001,2017/02/16,2017:038:14:30:00.7412470,2017:038:14:30:32.5112450,LGN,49.65,57.55,-1,4,0,0,0,9,LPGS_2.7.0,25.73011682,156.45128849,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15741,15501,7871,7751,7871,7751,UTM,21,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,46°01'46.70"N,55°55'45.01"W,47°05'25.62"N,56°49'48.32"W,46°39'25.78"N,54°23'58.31"W,45°22'52.36"N,57°25'34.75"W,44°57'08.96"N,55°04'05.81"W,46.02964,-55.92917,47.09045,-56.83009,46.65716,-54.39953,45.38121,-57.42632,44.95249,-55.06828,LC08_L1GT_003028_20170207_20170216_01_T2,LC08_L1GT_003028_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80030282017038LGN00
LC08_L1TP_204040_20170207_20170216_01_T1,LC82040402017038LGN00,2017/02/07,T1,1, 204, 040,204, 040,NADIR,-.001,2017/02/16,2017:038:11:17:01.4414170,2017:038:11:17:33.2114140,LGN,.75,17.05,280,4,4.389,3.143,3.063,9,LPGS_2.7.0,39.34840825,146.96653147,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15821,15541,7911,7771,7911,7771,UTM,29,WGS84,WGS84,15,30,30,LO8BPF20170207110729_20170207124423.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'08.58"N,11°41'26.20"W,29°54'58.46"N,12°25'51.02"W,29°32'13.45"N,10°30'33.44"W,28°11'20.18"N,12°51'29.95"W,27°48'32.90"N,10°58'07.32"W,28.86905,-11.69061,29.91624,-12.43084,29.53707,-10.50929,28.18894,-12.85832,27.80914,-10.9687,LC08_L1TP_204040_20170207_20170216_01_T1,LC08_L1TP_204040_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC82040402017038LGN00
LC08_L1TP_156030_20170207_20170216_01_T1,LC81560302017038LGN00,2017/02/07,T1,1, 156, 030,156, 030,NADIR,-.001,2017/02/16,2017:038:06:16:23.5680300,2017:038:06:16:55.3380270,LGN,8.14,8.14,81,4,9.861,7.71,6.148,9,LPGS_2.7.0,27.9856587,155.0630081,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16041,15821,8021,7911,8021,7911,UTM,42,WGS84,WGS84,15,30,30,LO8BPF20170207060803_20170207065418.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,43°11'05.14"N,66°39'49.79"E,44°14'30.41"N,65°47'52.40"E,43°49'19.45"N,68°06'40.32"E,42°31'42.49"N,65°14'40.20"E,42°06'43.16"N,67°29'40.92"E,43.18476,66.66383,44.24178,65.79789,43.82207,68.1112,42.52847,65.2445,42.11199,67.4947,LC08_L1TP_156030_20170207_20170216_01_T1,LC08_L1TP_156030_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC81560302017038LGN00
LC08_L1GT_172111_20170207_20170216_01_T2,LC81721112017038LGN00,2017/02/07,T2,1, 172, 111,172, 111,NADIR,0,2017/02/16,2017:038:08:27:35.1482190,2017:038:08:28:06.9182160,LGN,9.74,9.74,-1,4,,,,9,LPGS_2.7.0,24.24800515,62.45089749,FINAL,OLI_TIRS_L1GT,OLI_TIRS,17581,17661,8791,8831,8791,8831,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207074656_20170207083311.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,72°12'23.33"S,0°19'58.69"W,71°01'08.15"S,1°25'39.61"W,71°50'01.36"S,3°29'05.57"E,72°30'36.97"S,4°17'57.77"W,73°23'28.00"S,0°54'53.24"E,-72.20648,-.33297,-71.01893,-1.42767,-71.83371,3.48488,-72.51027,-4.29938,-73.39111,.91479,LC08_L1GT_172111_20170207_20170216_01_T2,LC08_L1GT_172111_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC81721112017038LGN00
LC08_L1GT_172121_20170207_20170216_01_T2,LC81721212017038LGN00,2017/02/07,T2,1, 172, 121,172, 121,NADIR,0,2017/02/16,2017:038:08:31:35.1641930,2017:038:08:32:06.9341910,LGN,2.57,2.57,-1,4,,,,9,LPGS_2.7.0,12.18978702,112.24651637,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16961,17061,8481,8531,8481,8531,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207074656_20170207083311.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,81°44'05.06"S,54°48'09.18"W,80°41'25.87"S,50°27'20.92"W,82°23'34.08"S,47°12'32.69"W,80°57'31.90"S,61°14'32.93"W,82°43'16.68"S,60°22'41.74"W,-81.73474,-54.80255,-80.69052,-50.45581,-82.3928,-47.20908,-80.95886,-61.24248,-82.7213,-60.37826,LC08_L1GT_172121_20170207_20170216_01_T2,LC08_L1GT_172121_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC81721212017038LGN00
LC08_L1TP_156063_20170207_20170216_01_T1,LC81560632017038LGN00,2017/02/07,T1,1, 156, 063,156, 063,NADIR,-.001,2017/02/16,2017:038:06:29:32.3196310,2017:038:06:30:04.0896280,LGN,43.56,5.61,13,4,6.784,5.432,4.064,9,LPGS_2.7.0,57.58343128,111.8309757,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15461,15181,7731,7591,7731,7591,UTM,40,WGS84,WGS84,15,30,30,LO8BPF20170207060803_20170207065418.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,4°20'21.41"S,55°01'46.74"E,3°17'38.00"S,54°22'28.99"E,3°39'11.41"S,56°03'12.38"E,5°01'41.12"S,54°00'11.34"E,5°23'27.13"S,55°41'08.70"E,-4.33928,55.02965,-3.29389,54.37472,-3.65317,56.05344,-5.02809,54.00315,-5.39087,55.68575,LC08_L1TP_156063_20170207_20170216_01_T1,LC08_L1TP_156063_20170207_20170216_01_T1,https://earthexplorer.usgs.gov/browse-link/13400/LC81560632017038LGN00
LC08_L1GT_220106_20170207_20170216_01_T2,LC82201062017038LGN00,2017/02/07,T2,1, 220, 106,220, 106,NADIR,0,2017/02/16,2017:038:13:22:14.1011240,2017:038:13:22:45.8711210,LGN,13.36,63.1,-1,4,,,,9,LPGS_2.7.0,30.03497718,57.03768859,FINAL,OLI_TIRS_L1GT,OLI_TIRS,18781,18781,9391,9391,9391,9391,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207124423_20170207132949.02,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,65°35'13.02"S,65°53'57.66"W,64°27'01.62"S,67°03'08.68"W,65°04'50.92"S,63°11'56.76"W,66°03'04.03"S,68°42'15.41"W,66°43'04.37"S,64°38'18.10"W,-65.58695,-65.89935,-64.45045,-67.05241,-65.08081,-63.1991,-66.05112,-68.70428,-66.71788,-64.63836,LC08_L1GT_220106_20170207_20170216_01_T2,LC08_L1GT_220106_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC82201062017038LGN00
LC08_L1GT_003121_20170207_20170216_01_T2,LC80031212017038LGN00,2017/02/07,T2,1, 003, 121,3, 121,NADIR,0,2017/02/16,2017:038:15:07:06.9793190,2017:038:15:07:38.7493170,LGN,16.48,16.48,-1,4,,,,9,LPGS_2.7.0,12.10436218,112.23867632,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15961,15781,7981,7891,7981,7891,PS,,WGS84,WGS84,15,30,30,LO8BPF20170207092549_20170207150818.01,LT8BPF20170126100746_20170211131243.01,LC08CPF_20170101_20170331_01.01,LC08RLUT_20150303_20431231_01_12.h5,81°44'11.00"S,153°41'11.94"W,80°41'31.88"S,149°20'20.98"W,82°23'39.91"S,146°05'29.90"W,80°57'37.87"S,160°07'40.69"W,82°43'22.58"S,159°15'50.15"W,-81.73639,-153.68665,-80.69219,-149.33916,-82.39442,-146.09164,-80.96052,-160.12797,-82.72294,-159.26393,LC08_L1GT_003121_20170207_20170216_01_T2,LC08_L1GT_003121_20170207_20170216_01_T2,https://earthexplorer.usgs.gov/browse-link/13400/LC80031212017038LGN00
